18.3957	650.1667
19.6089	650.8333
20.7197	651.5000
14.7217	494.5000
24.5646	493.1667
24.5988	624.1667
14.7046	623.5000
14.6533	517.1667
16.9602	529.8333
19.8824	493.5000
24.6158	582.5000
21.6595	617.5000
14.9609	585.5000
23.9836	524.1667
24.0242	524.6250
24.0818	525.2500
24.1267	525.8750
24.1780	526.5000
24.2228	527.0000
24.2805	527.8750
24.3382	528.6250
24.3830	529.2500
24.4279	530.2500
24.4920	531.2500
24.5304	532.5000
24.5432	534.3750
24.5753	536.6250
24.5881	538.2500
24.5881	539.5000
24.6009	541.2500
24.6009	543.0000
24.5945	544.3750
24.5881	545.8750
24.5945	547.8750
24.6009	550.5000
24.5881	551.8750
24.6201	554.6250
24.6522	556.3750
24.6778	558.2500
24.7419	559.7500
24.7867	561.8750
24.8444	563.6250
24.8700	565.5000
24.8957	567.1250
24.9149	569.3750
24.9790	571.0000
25.0046	573.2500
25.0174	575.5000
25.0174	577.2500
25.0302	579.2500
24.9982	580.6250
24.9469	582.1250
24.9277	583.8750
24.8957	585.7500
24.8764	588.1250
24.8316	589.5000
24.7995	591.1250
24.7611	593.0000
24.7291	594.1250
24.6906	595.5000
24.6393	596.2500
24.6009	597.3750
24.5624	598.3750
24.5112	599.5000
24.4663	600.5000
24.4343	601.2500
24.4022	602.1250
24.3638	603.0000
24.3061	604.1250
24.2677	605.1250
24.2292	605.8750
24.1972	607.5000
24.1715	608.6250
24.1267	610.2500
24.0882	611.7500
24.0306	612.7500
23.9729	613.5000
23.9344	614.3750
23.8640	615.5000
23.7935	615.5000
23.6845	615.7500
23.6269	616.2500
23.5564	617.0000
23.4987	618.3750
23.4538	619.1250
23.3833	620.0000
23.2936	620.8750
23.1975	621.3750
23.1206	622.1250
22.9412	623.1250
