591.0000	617.5000
619.5000	618.0000
652.5000	619.5000
518.5000	420.5000
774.5000	423.1667
775.8334	603.8333
516.5000	603.5000
516.5000	453.0000
774.5000	521.1667
650.0000	421.5000
799.5000	507.0000
683.8333	596.5000
523.0000	533.5000
756.0000	453.5000
757.7500	453.7500
759.7500	455.2500
761.7500	457.5000
764.5000	459.5000
767.0000	461.5000
769.0000	464.0000
770.2500	465.5000
771.0000	467.0000
773.2500	469.2500
774.7500	471.2500
775.5000	473.5000
776.5000	475.7500
777.5000	477.0000
777.7500	478.7500
778.7500	481.0000
779.2500	483.2500
779.7500	484.7500
780.0000	486.2500
780.5000	487.7500
780.7500	490.5000
781.2500	492.5000
782.0000	493.7500
782.7500	497.5000
782.5000	500.2500
783.2500	503.2500
784.0000	507.0000
787.5000	508.0000
788.7500	504.7500
790.0000	501.2500
791.5000	498.5000
792.7500	495.5000
796.7500	496.2500
798.0000	500.5000
799.0000	503.5000
799.7500	509.5000
800.0000	513.5000
798.5000	517.2500
796.0000	520.7500
794.0000	524.0000
791.7500	528.0000
789.2500	530.5000
787.2500	533.5000
785.2500	536.7500
783.5000	540.0000
781.7500	543.5000
780.0000	547.0000
778.0000	550.5000
775.7500	553.5000
773.7500	557.5000
772.2500	560.5000
769.5000	564.2500
767.0000	567.5000
765.0000	571.5000
763.2500	574.2500
760.5000	578.0000
759.0000	579.7500
755.7500	582.2500
753.2500	584.7500
750.2500	587.2500
748.2500	589.0000
744.2500	591.0000
741.2500	592.5000
739.2500	593.7500
736.5000	595.5000
733.2500	596.5000
730.2500	598.0000
727.7500	598.5000
725.7500	599.5000
724.2500	600.0000
722.0000	600.5000
717.0000	601.5000
715.2500	602.0000
711.7500	602.2500
709.7500	602.7500
706.2500	603.0000
702.5000	603.0000
