224.5000	620.0000
245.0000	620.0000
267.5000	620.5000
178.5000	446.5000
346.8333	446.5000
346.1667	551.8333
179.0000	551.5000
179.0000	478.0000
343.5000	509.1667
267.5000	447.0000
356.0000	511.0000
294.8333	547.8333
189.0000	517.5000
332.0000	464.6667
333.0000	464.6667
334.3333	465.1667
335.8333	466.0000
337.0000	467.0000
338.0000	468.3333
339.3333	469.3333
340.5000	470.8333
341.5000	472.5000
342.1667	473.8333
342.5000	475.1667
343.0000	476.5000
343.3333	477.8333
343.6667	479.0000
343.6667	480.3333
343.6667	481.5000
343.6667	482.8333
343.6667	484.0000
343.6667	485.5000
343.6667	487.3333
343.6667	489.1667
343.3333	490.5000
343.3333	492.8333
343.8333	496.1667
343.8333	499.5000
345.5000	502.5000
347.5000	506.6667
348.6667	509.8333
349.8333	504.5000
350.0000	499.8333
351.5000	497.3333
353.5000	494.8333
355.0000	497.8333
356.1667	502.3333
356.3333	506.1667
356.5000	508.0000
356.0000	510.1667
354.8333	512.5000
354.0000	514.5000
353.0000	515.5000
351.5000	517.1667
350.1667	518.8333
349.1667	520.1667
348.1667	521.6667
347.0000	523.3333
345.8333	524.8333
345.1667	526.1667
344.3333	527.1667
343.3333	528.6667
342.1667	529.8333
340.8333	531.3333
339.5000	533.1667
338.0000	535.0000
335.8333	537.5000
333.6667	540.1667
331.6667	542.8333
329.5000	544.1667
328.8750	545.0000
327.8750	545.5000
327.2500	546.1250
326.0000	546.8750
324.6250	547.2500
324.0000	548.1250
323.1250	548.6250
322.1250	549.0000
321.2500	549.3750
320.1250	549.6250
319.6250	550.0000
318.3750	550.1250
317.7500	550.5000
316.6250	550.8750
315.6250	551.0000
315.1250	551.1250
313.7500	551.2500
312.5000	551.0000
310.6250	551.3750
309.3750	551.3750
